Usage_ID,Account,TS,Service,SKU,Usage,Unit,Cost,Currency,Region,Free_Tier_Flag,Tag_Owner,Tag_Env,Resource_ID,Ticket_ID,Ticket_Text,Incident_ID,Price_Version,Pricing_Type,Department,Project,SLA_Event,Log_Skew_Seconds,FX_Rate,Purchase_Type,Anomaly_Flag,Duplicate_Flag,Cost_Allocation_Valid
U27271,acct-0021,2025-07-02T09:50:00+05:30,Serverless,Vm-PREM-16,"172,144",hours,$3258.00,INR₹,Singapore,,devops,Staging,vm727,T-3623,Ticket raised by Carlos Rivera (neha.g@company.in),,2025-q1,reserved,FIN,Alpha,,40,na,SPOT,,,
U27733,ACCT_026,30-04-2025 15:12:00,Compute,Vm.basic.2,"290,435",hour,$6484.20,INR₹,eu-central-1,credit,team-ml,Dev,res-lb-tcp_904,TICKET-6230,"Neha Gupta, 9876543210 reported latency",,,OD,Operations,Delta,false,-29,na,ON_DEMAND,,,
U23071,Acct-041,25-11-2025 12:42:00,Serverless,vm_BASIC_8,"238,552",seconds,$4056.55,N/A,EU-CENTRAL-1,free_tier,security,DEV,vm-755,TICKET-6521,"Neha Gupta, 89012345 reported latency",incident-9781,V1,SPOT,UNKNOWN,EPSILON,False,-339,,ON_DEMAND,,,
U29414,acct050,2025-01-24T17:37:00+05:30,Security,VM_std_2,"301,571",minutes,₹484.45,inr,eucentral1,credit,grp-backend,development,RES-K8S581,ticket6482,Automated: Disk I/O anomaly detected,INCI_6631,,ON-DEMAND,DATA_SCIENCE,Delta,True,-50,103.41,RESERVED,,,
U22380,Acct-002,26-11-2025 05:06:00,Storage,vmSTD4,78960,hours,₹817.58,,ca-central-1,NONE,,N/A,res-k8s-node861,,Automated: Disk I/O anomaly detected,INC7749,v2,OD,DATA_SCIENCE,Alpha,yes,-38554,105.76,SPOT,,,
U24357,ACCT-006,10-10-2025 15:39:00,CDN,VMSTD16,"239,146",hours,"USD 6,042.61",inr,ap_southeast_1,N/A,TEAM-FINOPS,STAGING,RES-FUNC-746,ticket9078,Auto ticket: Memory utilization high,,N/A,,ops,,y,-201,91.25,ON_DEMAND,,,
U29111,ACCT002,2025-06-23 13:00:00-08:00,Compute,Vm-Std-16,141856,min,6127.22,inr,eu-central-1,CREDIT,,Staging,,N/A,Automated: Disk I/O anomaly detected,INC-5397,,spot,PRODUCT,Beta,true,-390,105.71,RESERVED,,,
U28484,acct042,09/14/2025 05:38,Networking,vm_Std_16,105459,hours,"4,926.50",INR,US-EAST-1,na,grp-finops,N/A,vm_335,t-1089,System alert: CPU spike on resource,INC-2719,V2,OD,na,Epsilon,no,52,N/A,ON_DEMAND,,,
U27486,acct024,2025-02-24 10:59:00,Security,vm-PREM-4,207693,minutes,7694.26,usd,us-east-1,NONE,team_frontend,Prod,,Ticket-3011,Automated: Disk I/O anomaly detected,N/A,2025-Q4,preemptible,Data Science,EPSILON,N,-38,N/A,RESERVED,,,
U28229,ACCT-041,10/24/2025 06:39,Security,VmStd8,21864,sec,USD 1287.83,INR,AP-SOUTH-1,,grp-sre,STAGING,N/A,ticket3031,Access denied for user Neha Gupta,N/A,V1.0,preemptible,Finance,Alpha,true,-367,90.82,ON_DEMAND,,,
U21482,acct-0010,2025-09-05T01:11:00+05:30,Storage,vm.basic.8,"71,390",min,INR7287.15,eur,USEast1,Credit,,na,N/A,TKT-8338,System alert: CPU spike on resource,,2025-q4,reserved,ENG,PROJ_BETA,yes,-90264,106.44,SPOT,,,
U24486,ACCT036,2025-11-16 25:52,Database,VmPREM16,236735,hour,658.35,na,Canada Central,N/A,team-devops,stage,,T-3662,Automated: Disk I/O anomaly detected,INCI_8965,V1,OD,PROD,Proj-Beta,false,-342,,ON_DEMAND,,,
U25444,acct033,2026/01/25 08:47,CDN,Vm_std_8,231969,minutes,€329.50,na,AP-SE-1,na,team_backend,Staging,,,support contact Neha Gupta,,2025-q1,,product,N/A,yes,388,82.95,ON_DEMAND,,,
U26923,acct-001,04-04-2025 03:35:00,CDN,vm.prem.4,"37,910",s,"INR2,865.01",INR,Canada Central,freetier,na,Staging,res-lb-tcp184,TKT-6578,Auto ticket: Memory utilization high,incident-8681,2025-q4,reserved,data science,UNKNOWN,YES,363,89.5,ON_DEMAND,,,
U20450,acct-037,10/23/2025 23:24,Security,vm.prem.16,187625,sec,"$8,112.12",EUR,United States East,credit,,TEST,vm-099,TICKET-3452,Customer Neha Gupta raised billing issue,INCI_8045,2025-Q4,Spot,Ops,unknown,FALSE,79,N/A,ON_DEMAND,,,
U22901,  ACCT-014  ,03/15/2025 04:22,Database,VM.BASIC.2,"240,025",hour,USD 9747.90,eur,AP-SE-1,na,grp-backend,Dev,res-vm-008,t-6570,Billing dispute from sara.c@corp.net,INCI_6165,2025-q4,spot,operations,DELTA,y,-417,105.73,ON_DEMAND,,,
U28790,ACCT_029,2026-02-09T21:58:00+05:30,Serverless,vmbasic16,182165,hours,₹698.09,,ap_south_1,none,FINOPS,Testing,res-db_909,TKT-8786,Auto ticket: Memory utilization high,N/A,2025-Q1,ondemand,N/A,UNKNOWN,Y,-109,,ON_DEMAND,,,
U24069,ACCT_027,2025-03-03T19:39:00+05:30,CDN,Vm_Std_2,180187,s,"INR2,717.29",usd,ap_south_1,NONE,,PROD,res-k8s-node_432,tkt-4396,Billing dispute from sara.c@corp.net,,V1,on_demand,PROD,proj-delta,1,-361,,RESERVED,,,
U20433,ACCT-036,2025-02-07 25:45,Serverless,VM.basic.4,251184,seconds,₹7166.70,na,EU-CENTRAL-1,NONE,TEAM-SECURITY,prod,RES-FUNC003,Ticket-8511,Automated: Disk I/O anomaly detected,INC4571,v3,on-demand,ENGINEERING,epsilon,true,-180,82.51,ON_DEMAND,,,
U24376,ACCT_044,2025-04-20 21:06:00+00:00,Storage,Vm.BASIC.16,30582,sec,1988.13,USD,AP-SE-1,NONE,frontend,prod,na,Ticket-4349,Ticket raised by Arjun Sharma (arjun.s@corp.com),N/A,,N/A,eng,N/A,y,-271,91.86,ON_DEMAND,,,
U22814,acct-0048,2025-04-15 20:55:00+00:00,CDN,VMBASIC8,"105,335",hrs,"€7,081.93",,Asia Pacific (Mumbai),freetier,team_finops,prod,res-vm_545,,support contact Neha Gupta,Incident-4363,,ondemand,ds,Beta,NO,123,na,SPOT,,,
U21063,ACCT048,13-11-2025 20:16:00,Database,Vm-basic-16,217696,second,USD 9910.11,INR,eu_central_1,none,grp-security,STAGING,N/A,TKT-9908,Customer Neha Gupta raised billing issue,N/A,2025-Q4,On-Demand,product,Epsilon,True,-162,N/A,SPOT,,,
U29502,acct001,2025-02-08 02:17:00-08:00,Serverless,Vm.BASIC.8,344318,second,$9811.46,EUR,Asia Pacific (Mumbai),free_tier,team_data,Production,res-vm_187,TKT-3124,System alert: CPU spike on resource,N/A,v2,spot,ENG,proj-delta,FALSE,301,,RESERVED,,,
U27285,acct-0031,2025-07-25 19:47:00+00:00,CDN,VM_std_8,"172,683",hr,"7,424.73",N/A,Asia Pacific (Mumbai),na,grp-sre,test,RES-K8S243,tkt-7287,Ticket raised by Sara Chen (arjun.s@corp.com),,2025-q1,OD,operations,PROJ_BETA,Yes,-130,83.08,ON_DEMAND,,,
U24918,ACCT_008,03/03/2025 20:37,Containers,vm-std-8,"196,639",sec,"₹2,672.79",USD,eu-central-1,none,Team-DEVOPS,test,res-lb-tcp938,T-2192,Auto ticket: Memory utilization high,INC-1398,V1.0,on-demand,Data Science,proj_delta,True,-273,89.51,ON_DEMAND,,,
U23888,ACCT-034,09/08/2025 05:37,CDN,vm_prem_8,"270,044",seconds,INR2780.95,INR₹,eucentral1,freetier,Team-FINOPS,Staging,RES-VM751,N/A,System alert: CPU spike on resource,INC-2955,2025-q1,On-Demand,Operations,proj-beta,False,345,na,RESERVED,,,
U21109,  ACCT-015  ,2025-10-12T14:26:00+05:30,Containers,VM.BASIC.4,351136,s,3777.73,na,ap-south1,free_tier,DEVOPS,Dev,N/A,N/A,"Neha Gupta, 89012345 reported latency",INC5176,V1,on-demand,finance,beta,,-2,91.18,SPOT,,,
U21252,acct038,01/19/2025 14:09,Compute,VM_Std_4,"116,760",hrs,$3594.06,INR,ap-se-1,none,TEAM-DEVOPS,N/A,RES_LB844,N/A,Billing dispute from kevin.p@biz.org,,V2,Reserved,DATA_SCIENCE,proj-alpha,0,-314,N/A,SPOT,,,
U28277,Acct-005,2025-07-15 04:44:00+00:00,ML & AI,vm-PREM-8,"297,106",hr,"USD 1,261.79",eur,ca-central-1,na,,DEV,,N/A,Incident follow-up for Arjun Sharma,N/A,N/A,ON-DEMAND,prod,PROJ-ALPHA,TRUE,-129,83.17,ON_DEMAND,,,
U26600,ACCT-030,2026/01/13 00:32,Compute,vmPREM4,247642,hrs,"USD 8,090.73",eur,US-EAST-1,CREDIT,na,DEV,res-vm-793,T-5716,Automated: Disk I/O anomaly detected,INCI_2740,v3,on_demand,prod,DELTA,NO,-34,82.63,ON_DEMAND,,,
U22854,ACCT-032,2025-07-22T18:48:00+05:30,Storage,Vm.PREM.2,"62,313",min,6242.78,USD,ap south 1,credit,team-finops,dev,res-func_130,Ticket-7297,Ticket raised by Kevin Park (arjun.s@corp.com),INCI_3431,N/A,preemptible,engineering,proj-delta,n,-207,,ON_DEMAND,,,
U28088,ACCT-028,2025-12-24T22:06:00+05:30,ML & AI,VM_PREM_2,31617,min,INR3523.89,USD,ca-central-1,Credit,DATA,DEV,res-vm.230,t-6783,support contact Carlos Rivera,INC8341,1,ON-DEMAND,product,Proj-Beta,Y,-62,88.28,ON_DEMAND,,,
U21934,Acct-021,2025-06-10 12:00:00+00:00,Security,VM_std_4,"167,819",hours,₹1226.00,USD,ca central 1,freetier,team_sre,Production,RES-K8S_933,TKT-1567,Ticket raised by Arjun Sharma (neha.g@company.in),incident-1600,v1,spot,ds,proj_alpha,No,-339,na,ON_DEMAND,,,
U21214,acct-0015,2025-09-14 20:48:00-08:00,Containers,vmbasic8,"312,956",hour,4146.40,inr,ap-se-1,none,,DEV,vm-716,tkt-4432,Automated: Disk I/O anomaly detected,incident-9211,V1,reserved,ops,proj_delta,No,255,106.14,SPOT,,,
U27291,acct-0020,06-03-2025 23:21:00,Containers,Vm-STD-4,"124,090",s,"USD 3,244.23",EUR,Asia Pacific (Mumbai),credit,N/A,staging,RES-VM219,tkt-9531,support contact Neha Gupta,incident-3116,2025-q1,on-demand,FIN,Delta,n,220,90.06,SPOT,,,
U26351,  ACCT-044  ,2025-06-17 11:57:00+00:00,CDN,VM-PREM-2,306545,minute,$9251.44,INR₹,us east 1,free_tier,Team-FRONTEND,stage,na,Ticket-9196,Access denied for user Kevin Park,incident-3856,2025-Q4,Reserved,Data Science,alpha,False,328,91.28,ON_DEMAND,,,
U26127,acct017,2025-08-04T23:42:00+05:30,Database,Vm-STD-16,208083,hr,1799.20,USD,ap_southeast_1,N/A,team-frontend,na,RES-VM-113,Ticket-2113,Automated: Disk I/O anomaly detected,INCI_1647,2025-q1,Preemptible,Engineering,beta,yes,-78141,N/A,RESERVED,,,
U29792,acct-0020,2025/07/20 02:42,Containers,Vm-STD-2,137622,s,"USD 9,809.23",na,eu_central_1,Credit,TEAM-DATA,PROD,RES_LB_707,TICKET-8894,System alert: CPU spike on resource,INC6170,V1,N/A,OPS,Alpha,yes,225,90.02,ON_DEMAND,,,
U29040,ACCT-037,02/14/2025 11:47,Analytics,VMStd2,253097,s,USD 8672.33,eur,ca_central_1,N/A,finops,Production,res-lb-tcp123,t-3277,"Neha Gupta, 9876543210 reported latency",incident-4379,,reserved,unknown,beta,false,-11154,83.48,ON_DEMAND,,,
U29568,Acct-029,2025-12-03 25:23,Networking,vm.BASIC.16,30717,hour,$2460.88,,ap_south_1,credit,team_finops,N/A,N/A,ticket9218,Billing dispute from neha.g@company.in,N/A,V1,RI,finance,PROJ-ALPHA,n,430,N/A,RESERVED,,,
U29041,  ACCT-014  ,2025-07-28 06:41:00+00:00,Analytics,vm.STD.8,309266,second,₹2492.38,na,eu_central_1,free_tier,team-security,na,res-db.698,tkt-6577,Ticket raised by Kevin Park (carlos.r@firm.co),Incident-1103,V2,Preemptible,Product,Epsilon,TRUE,36,82.92,RESERVED,,,
U23411,Acct-028,2025-04-25 25:24,Security,VmStd8,323836,seconds,"INR9,721.92",Us Dollar,ca central 1,NONE,grp-backend,Staging,N/A,TKT-2660,Incident follow-up for Sara Chen,Incident-8796,V1,OD,fin,proj_alpha,0,-410,88.59,ON_DEMAND,,,
U23877,ACCT050,2025/12/09 13:04,Compute,vm.BASIC.4,12417,sec,"₹9,516.27",EUR,Canada Central,N/A,grp-finops,staging,res-db-388,ticket4952,Auto ticket: Memory utilization high,INCI_7248,v1.0,SPOT,finance,PROJ-ALPHA,Y,95,103.14,ON_DEMAND,,,
U24474,  ACCT-038  ,2026-01-01 20:29:00,Analytics,VM_prem_2,226165,second,"USD 4,090.42",INR₹,ap_south_1,CREDIT,TEAM-SRE,N/A,res-db.454,Ticket-9393,"Neha Gupta, 04412345678 reported latency",N/A,,N/A,DATA_SCIENCE,unknown,No,-65,90.31,RESERVED,,,
U26724,Acct-026,28-01-2025 23:32:00,Database,VM_prem_4,272908,sec,1248.62,usd,AP-SE-1,NONE,na,dev,RES-K8S049,Ticket-4168,Auto ticket: Memory utilization high,INCI_2781,v1,on_demand,OPS,unknown,no,62,82.92,ON_DEMAND,,,
U21707,ACCT_024,2025-12-30 25:58,ML & AI,VM.prem.8,6295,hour,"INR7,632.26",,USEast1,credit,na,Staging,RES-VM.153,T-1836,Ticket raised by Arjun Sharma (kevin.p@biz.org),N/A,V1.0,Reserve,Data Science,unknown,N,440,88.13,ON_DEMAND,,,
U26333,ACCT-049,03/26/2025 20:22,ML & AI,VM-PREM-2,180637,minute,€5206.08,eur,us east 1,,,stage,res-lb-tcp_898,Ticket-7421,"Neha Gupta, 9876543210 reported latency",incident-5173,2025-q1,N/A,Finance,Epsilon,TRUE,386,,SPOT,,,
U28363,  ACCT-018  ,2025-03-31 22:48:00-08:00,CDN,vm-prem-2,261890,hour,"2,934.17",Us Dollar,CA-CENTRAL,N/A,na,Testing,RES_LB.845,,"Neha Gupta, +1-555-0192 reported latency",INC6098,V2,SPOT,Ops,EPSILON,y,451,N/A,ON_DEMAND,,,
U26198,ACCT_033,2025-08-15 15:29:00,Security,Vm_std_8,344546,min,$1212.80,USD,us east 1,Credit,team-devops,test,res-vm_532,TKT-7597,System alert: CPU spike on resource,incident-8257,v1.0,OD,FINANCE,proj-epsilon,Yes,61,91.13,ON_DEMAND,,,
U26078,ACCT_017,2025/04/26 01:02,ML & AI,VM.std.2,221016,hr,9076.45,usd,AP-SOUTH-1,FreeTier,N/A,development,res-db_477,,support contact Neha Gupta,incident-7060,2025-q1,SPOT,PROD,proj-delta,true,259,88.04,ON_DEMAND,,,
U25645,acct-015,2025-06-07 03:46:00-08:00,CDN,VM.std.4,59606,min,€2615.17,Us Dollar,CA-CENTRAL,None,Team-FINOPS,Staging,res-func.732,TICKET-3982,Automated: Disk I/O anomaly detected,N/A,2025-q1,on_demand,product,unknown,N,-428,88.4,ON_DEMAND,,,
U22385,ACCT008,2025-05-30 15:39:00,Security,vmstd4,128397,hours,1200.74,,ap_south_1,,,dev,,Ticket-5869,Incident follow-up for Neha Gupta,incident-1678,V1,on-demand,UNKNOWN,unknown,N,-130,na,ON_DEMAND,,,
U22594,acct019,06/19/2025 16:21,Containers,VMprem16,"183,335",second,USD 6448.99,na,eu_central_1,free-tier,team-security,,res-vm.143,t-2004,Access denied for user Carlos Rivera,Incident-9845,V1,on_demand,unknown,beta,FALSE,-329,N/A,ON_DEMAND,,,
U28122,ACCT007,2025-03-22 04:15:00+00:00,Security,Vm_Std_8,345740,hour,₹8589.59,usd,ap-south1,,,Production,RES-K8S857,TICKET-5558,Incident follow-up for Sara Chen,N/A,N/A,Preemptible,DATA_SCIENCE,beta,,-94268,103.02,SPOT,,,
U21948,  ACCT-044  ,2025-10-25 00:03:00,Networking,VM-std-2,"295,370",min,"₹4,034.65",Us Dollar,Singapore,freetier,,,N/A,TICKET-9027,support contact Neha Gupta,INC2184,1,Preemptible,Finance,UNKNOWN,yes,261,83.59,SPOT,,,
U24992,ACCT006,2025-07-27 12:02:00,Database,vm.BASIC.16,32746,minute,"$5,308.38",EUR,Canada Central,Credit,team-finops,na,N/A,t-8439,Customer Arjun Sharma raised billing issue,,V2,preemptible,na,epsilon,True,378,82.92,ON_DEMAND,,,
U21559,acct-0050,2025-04-12T14:40:00+05:30,Compute,VmSTD8,60375,min,USD 8221.19,usd,Canada Central,CREDIT,N/A,,res-k8s-node.649,T-1527,Auto ticket: Memory utilization high,N/A,V2,ri,eng,Epsilon,n,-480,82.52,RESERVED,,,
U29843,ACCT-031,2025-12-26 12:09:00,Database,VM_prem_16,268714,hr,"5,227.08",,Singapore,FreeTier,na,development,RES-DB-266,Ticket-8111,Billing dispute from carlos.r@firm.co,,2025-q4,RESERVED,prod,epsilon,0,-46,82.35,ON_DEMAND,,,
U27764,ACCT-035,06/22/2025 06:21,Storage,vm.PREM.4,42574,minutes,"₹5,000.68",INR₹,AP-SOUTH-1,NONE,DATA,production,RES_LB565,T-6767,Ticket raised by Neha Gupta (carlos.r@firm.co),N/A,2025-q1,ri,UNKNOWN,Delta,n,426,N/A,ON_DEMAND,,,
U28530,Acct-010,02/14/2026 07:25,CDN,vm_Std_16,"315,617",hour,$9785.17,eur,AP-SOUTH-1,freetier,N/A,STAGING,res-lb-tcp572,N/A,Auto ticket: Memory utilization high,incident-8022,1,on_demand,FINANCE,Beta,True,-496,90.23,ON_DEMAND,,,
U23527,  ACCT-021  ,02/04/2026 21:11,Analytics,VM_STD_16,"69,070",hours,$3789.02,eur,ap_southeast_1,FreeTier,TEAM-BACKEND,staging,RES_LB_544,T-1661,support contact Carlos Rivera,INC-6600,V3,Reserve,prod,unknown,True,-232,83.43,RESERVED,,,
U23229,acct-0014,2026-02-11T00:17:00+05:30,CDN,vmBASIC2,151257,hrs,₹986.97,na,ca-central-1,N/A,,Testing,RES-VM_217,N/A,System alert: CPU spike on resource,INC6198,,N/A,finance,UNKNOWN,False,-407,N/A,SPOT,,,
U25595,acct045,2025-01-04 16:28:00-08:00,CDN,VM_prem_4,294387,seconds,"USD 4,339.50",INR₹,ap-south1,NONE,team-ml,staging,res-vm-807,N/A,Billing dispute from kevin.p@biz.org,INCI_6673,V1,On-Demand,XYZ999,Proj-Beta,y,241,na,ON_DEMAND,,,
U26291,ACCT030,2025-09-12T15:19:00+05:30,Database,VmBASIC2,209563,hr,€2030.85,EUR,ap-southeast-1,N/A,frontend,Prod,res-k8s-node542,,support contact Kevin Park,Incident-5654,,Spot,ds,DELTA,Yes,-281,82.79,SPOT,,,
U22152,acct-007,2025-12-02T13:09:00+05:30,Containers,vm_basic_16,"176,194",min,$5534.17,USD,us east 1,CREDIT,TEAM-BACKEND,DEV,res-lb-tcp146,TKT-2356,support contact Arjun Sharma,INCI_8301,V1,spot,N/A,beta,FALSE,118,,ON_DEMAND,,,
U23597,ACCT_033,2025-05-06 25:19,Database,Vm-PREM-8,"212,352",minutes,USD 4438.14,usd,ca-central-1,,,Prod,N/A,TICKET-5104,support contact Sara Chen,incident-1701,2025-Q4,RI,engineering,Beta,true,-111,83.77,RESERVED,,,
U22928,ACCT_043,2025-03-19 17:19:00+00:00,Serverless,Vm_std_16,289075,minute,$2780.04,EUR,ap-se-1,N/A,TEAM-BACKEND,test,res-func_563,t-7281,Ticket raised by Neha Gupta (arjun.s@corp.com),INC4818,2025-q1,ON-DEMAND,Ops,Delta,False,-248,,ON_DEMAND,,,
U23140,Acct-025,2025-10-20 19:14:00+00:00,Security,Vm.STD.4,131955,minute,$4168.93,INR,USEast1,free_tier,Team-FRONTEND,DEV,RES_LB_577,Ticket-2624,support contact Kevin Park,INC2590,N/A,Reserve,XYZ999,PROJ-ALPHA,no,-32,104.98,RESERVED,,,
U25749,acct011,2026-01-19T20:17:00+05:30,Containers,Vm-std-2,"93,494",minutes,$4717.65,USD,ap-se-1,CREDIT,N/A,STAGING,res-func.669,,System alert: CPU spike on resource,,2025-q4,ri,fin,EPSILON,0,443,82.31,ON_DEMAND,,,
U24828,acct005,2025-04-12 01:36:00-08:00,Security,Vmstd8,18950,second,USD 8035.63,INR₹,US-EAST-1,None,,development,RES_LB.566,ticket7082,support contact Kevin Park,,N/A,N/A,OPS,proj_delta,Yes,290,106.58,ON_DEMAND,,,
U24993,acct038,2025-05-07 21:08:00,Compute,vm.std.4,261329,min,"INR8,697.85",na,eucentral1,free_tier,TEAM-FINOPS,prod,vm450,Ticket-5778,support contact Carlos Rivera,Incident-4519,V1,reserved,product,proj-beta,True,357,na,SPOT,,,
U24558,ACCT-001,2026-01-05 02:43:00-08:00,CDN,VM_BASIC_8,355027,hour,$8042.73,,ap-southeast-1,free_tier,team_frontend,staging,RES-DB480,Ticket-3417,Customer Kevin Park raised billing issue,Incident-6767,V1,Spot,Finance,PROJ_BETA,1,276,83.06,SPOT,,,
U27674,acct-0010,2025-08-12 09:11:00+00:00,Networking,Vm.BASIC.16,73599,hrs,INR1947.66,eur,eu_central_1,N/A,grp-sre,Production,res-lb-tcp_278,tkt-7877,Automated: Disk I/O anomaly detected,INCI_7116,2025-q1,RI,data science,N/A,n,-298,na,ON_DEMAND,,,
U22863,ACCT-040,2025-03-27 25:00,Containers,vm.STD.8,129246,second,6960.94,EUR,United States East,none,,prod,res-lb-tcp.940,t-2012,"Neha Gupta, 89012345 reported latency",INC-7250,V1,ri,PRODUCT,na,N,303,88.98,ON_DEMAND,,,
U28456,ACCT013,2025-01-22 25:34,Serverless,Vm.PREM.4,139403,hour,€1148.80,,AP-SOUTH-1,freetier,na,TEST,RES-DB184,ticket7951,System alert: CPU spike on resource,INC7681,v1.0,preemptible,PROD,epsilon,No,410,N/A,ON_DEMAND,,,
U29263,ACCT-012,2025-04-09 25:32,CDN,Vm_STD_8,285043,min,"4,323.95",inr,us east 1,NONE,team-sre,production,res-db992,tkt-2737,Billing dispute from arjun.s@corp.com,INC-5504,V2,ri,finance,Delta,NO,248,90.39,ON_DEMAND,,,
U27865,Acct-030,2025-12-17 07:49:00,Compute,VM-PREM-4,351213,min,€7989.07,usd,ca_central_1,N/A,ML,Testing,N/A,tkt-1238,Automated: Disk I/O anomaly detected,N/A,V3,ondemand,Engineering,UNKNOWN,Yes,-37,82.15,SPOT,,,
U20029,ACCT-006,2025-03-21 05:48:00,ML & AI,vm.BASIC.16,254686,s,"$7,549.55",usd,eu-central1,N/A,na,staging,res-db047,T-1897,System alert: CPU spike on resource,Incident-5186,V3,ondemand,engineering,epsilon,n,-111,,SPOT,,,
U24067,ACCT_036,16-12-2025 11:53:00,Serverless,VmPREM4,63501,hour,INR3494.71,eur,ca central 1,N/A,DEVOPS,prod,res-k8s-node-016,tkt-4869,Billing dispute from neha.g@company.in,,V1,N/A,product,Proj-Beta,n,401,,ON_DEMAND,,,
U29359,Acct-014,2025/08/13 07:00,Storage,VM-std-8,"350,372",seconds,€610.13,inr,Canada Central,free_tier,team-sre,test,RES-K8S419,T-6119,support contact Arjun Sharma,,v1,,fin,PROJ_BETA,true,217,,ON_DEMAND,,,
U21241-DUP,acct-033,2025-11-04 25:00,Analytics,vmprem16,298643,hrs,$5246.33,,Asia Pacific (Mumbai),NONE,na,Testing,RES-FUNC-280,TKT-3839,Customer Sara Chen raised billing issue,Incident-3326,V1.0,Reserve,data science,Alpha,false,-166,N/A,RESERVED,,,
U20368,ACCT_029,2025/02/17 10:59,ML & AI,Vm.prem.4,23218,seconds,6573.13,eur,us east 1,free_tier,Team-SRE,na,res-db_597,Ticket-1001,Auto ticket: Memory utilization high,N/A,v1.0,,engineering,na,1,342,90.95,RESERVED,,,
U27878,ACCT-016,2025-08-15 04:28:00+00:00,Security,VM.Std.2,214964,hr,9538.78,Us Dollar,Asia Pacific (Mumbai),none,,Prod,vm_712,t-3687,Auto ticket: Memory utilization high,N/A,V1,RI,Product,N/A,Yes,6,103.07,ON_DEMAND,,,
U23131,ACCT007,2025-05-03 22:01:00,Database,Vm.PREM.16,79070,second,USD 3026.63,USD,Singapore,free_tier,DEVOPS,N/A,na,,"Neha Gupta, 89012345 reported latency",INC9159,V1,,DS,beta,1,-27,N/A,ON_DEMAND,,,
U22146,Acct-003,26-11-2025 08:47:00,Networking,Vm.prem.4,247168,s,€5015.38,USD,ap-se-1,,TEAM-DEVOPS,stage,RES-DB349,TICKET-8224,"Neha Gupta, 9876543210 reported latency",INCI_1537,2025-Q1,reserved,Operations,,,-414,105.55,ON_DEMAND,,,
U25985,ACCT-001,2025/08/17 02:55,Networking,vm-prem-8,332746,second,9919.96,EUR,ca_central_1,FreeTier,grp-data,Testing,RES-VM-663,tkt-3830,Ticket raised by Kevin Park (carlos.r@firm.co),INCI_6813,V3,N/A,unknown,na,yes,192,N/A,ON_DEMAND,,,
U22565,ACCT_008,26-04-2025 05:19:00,Networking,Vmprem4,"36,139",hrs,INR7273.81,N/A,United States East,CREDIT,finops,development,res-vm.897,TICKET-5903,Incident follow-up for Carlos Rivera,INCI_9817,2025-q4,N/A,FINANCE,UNKNOWN,TRUE,-353,91.55,SPOT,,,
U27233,acct-036,03/30/2025 20:25,Analytics,vm-prem-8,333430,hours,$3606.71,N/A,ap-southeast-1,CREDIT,grp-devops,production,RES_LB-876,,System alert: CPU spike on resource,N/A,2025-Q4,On-Demand,OPS,proj-delta,YES,-56,N/A,ON_DEMAND,,,
U24719,ACCT-032,01/24/2026 03:32,Networking,Vmprem4,247919,hours,"USD 9,779.48",N/A,Singapore,NONE,TEAM-SECURITY,Prod,res-func-534,N/A,Automated: Disk I/O anomaly detected,Incident-9717,2025-Q4,RI,FINANCE,Beta,True,-428,105.02,ON_DEMAND,,,
U26181,  ACCT-024  ,2025-02-12 09:25:00-08:00,Compute,vm_prem_4,988,s,€6854.29,inr,ca_central_1,NONE,TEAM-BACKEND,,res-vm816,T-7374,"Neha Gupta, 89012345 reported latency",INC-2588,2025-q1,RESERVED,prod,EPSILON,,336,83.82,ON_DEMAND,,,
U24294,Acct-003,2025/10/12 07:17,CDN,Vm.prem.8,110539,second,5227.25,USD,US-EAST-1,NONE,,PROD,RES_LB-017,TKT-4755,"Neha Gupta, 9876543210 reported latency",INC-7450,2025-q4,ON-DEMAND,ds,unknown,false,-70,na,ON_DEMAND,,,
U24519,Acct-046,2025-05-01 14:24:00-08:00,Serverless,VM.basic.16,"162,271",second,"1,452.33",inr,CA-CENTRAL,na,Team-SRE,DEV,RES-DB876,TKT-7545,"Neha Gupta, +1-555-0192 reported latency",INC4963,2025-q1,RESERVED,prod,epsilon,0,28,104.21,ON_DEMAND,,,
U23244,acct-0004,11-02-2025 04:27:00,CDN,vm-BASIC-2,165885,hr,$6165.50,usd,CA-CENTRAL,freetier,N/A,prod,res-k8s-node_133,TICKET-8416,Ticket raised by Arjun Sharma (sara.c@corp.net),Incident-7720,1,RI,eng,DELTA,TRUE,464,na,SPOT,,,
U27129,  ACCT-039  ,2025/05/30 17:41,Database,VMSTD8,242176,second,INR8243.42,Us Dollar,Canada Central,FreeTier,team_data,prod,,t-4457,Access denied for user Carlos Rivera,INC-6524,V3,reserved,ENGINEERING,Beta,,-364,104.23,SPOT,,,
U24131,ACCT019,2025/12/15 18:16,Analytics,vm-Std-2,48988,minute,"USD 7,405.17",na,Asia Pacific (Mumbai),NONE,FINOPS,Production,res-lb-tcp.638,,Incident follow-up for Sara Chen,INC6239,,reserved,eng,alpha,N,311,89.09,ON_DEMAND,,,
